 Sr.No , Type , Speciality , SKU Code , Short Specification , Detailed Specification , Unit Of Manufracturng , Units , Portfolio , Brand , Sub Brand , Section 
917, Suture ,NCV,PGT012347DNLNE,NE-Polyglactin 910  With triclosan Violet 1X180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1X180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
918, Suture ,NCV,PGT012347NE,NE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  H,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
919, Suture ,NCV,PGT012359NE,NE-Polyglactin 910  With triclosan Violet 1 X 70-40MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 70-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
920, Suture ,NCV,PGT012360NE,NE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
921, Suture ,NCV,PGT012421NE,NE-Polyglactin 910  With triclosan Violet 1 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
922, Suture ,NCV,PGT012449,IH-Polyglactin 910  With triclosan Violet 1 X 100-55MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  1 X 100-55MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
923, Suture ,NCV,PGT012826NE,NE-Polyglactin 910  With triclosan Violet 1 X 35-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 35-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
924, Suture ,NCV,PGT012826XLNE,NE-Polyglactin 910  With triclosan Violet 1 X 70-23MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  1 X 70-23MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
925, Suture ,NCV,PGT02 2452,IH-Polyglactin 910  With triclosan Violet 2 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
926, Suture ,NCV,PGT02 2478,IH-Polyglactin 910  With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
927, Suture ,NCV,PGT022478NE,NE-Polyglactin 910  With triclosan Violet 2 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  2 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
928, Suture ,NCV,PGT10 2338,IH-Polyglactin 910  With triclosan Violet 0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
929, Suture ,NCV,PGT10 2346,IH-Polyglactin 910  With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
930, Suture ,NCV,PGT10 2346DNL,IH-Polyglactin 910  With triclosan Violet 0X180-40MM 1/2 Circle Round Body Taper Cut Double  Needle ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0X180-40MM 1/2 CIRCLE ROUND BODY  TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
931, Suture ,NCV,PGT10 2358,IH-Polyglactin 910  With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
932, Suture ,NCV,PGT10 2517,IH-Polyglactin 910  With triclosan Violet 0 X 90-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-36MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
933, Suture ,NCV,PGT10 2518,IH-Polyglactin 910  With triclosan Violet 0 X 90-40MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-40MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
934, Suture ,NCV,PGT10 2534,IH-Polyglactin 910  With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
935, Suture ,CV,PGT10 946U,IH-Polyglactin 910  With triclosan Undyed  0 X 90-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  0 X 90-36MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section C
936, Suture ,NCV,PGT102346NE,NE-Polyglactin 910  With triclosan Violet 0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
937, Suture ,NCV,PGT102534NE,NE-Polyglactin 910  With triclosan Violet 0 X 90-36MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  0 X 90-36MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
938, Suture ,NCV,PGT20 2317,IH-Polyglactin 910  With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
939, Suture ,NCV,PGT20 2341,IH-Polyglactin 910  With triclosan Violet 2-0 X 70-30MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2-0 X 70-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
940, Suture ,NCV,PGT20 2345,IH-Polyglactin 910  With triclosan Violet 2-0 X 90-40MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2-0 X 90-40MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
941, Suture ,NCV,PGT20 2382,IH-Polyglactin 910  With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
942, Suture ,NCV,PGT20 2404U,IH-Polyglactin 910  With triclosan Undyed  2-0 X 90-26MM 3/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  2-0 X 90-26MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
943, Suture ,CV,PGT20 945U,IH-Polyglactin 910  With triclosan Undyed  2-0 X 90-36MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  2-0 X 90-36MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section C
944, Suture ,NCV,PGT202317NE,NE-Polyglactin 910  With triclosan Violet 2-0 X 90-30MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  2-0 X 90-30MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
945, Suture ,NCV,PGT202382NE,NE-Polyglactin 910  With triclosan Violet 2-0 X 90-40MM 1/2 Circle Reverse Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  2-0 X 90-40MM 1/2 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
946, Suture ,NCV,PGT20 2404UDS,IH-Polyglactin 910  With triclosan Undyed  2-0 X 120-26MM 3/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  2-0 X 120-26MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
947, Suture ,NCV,PGT202404UNE,NE-Polyglactin 910  With triclosan Undyed  2-0 X 90-26MM 3/8 Circle Cutting ,POLYGLACTIN 910 WITH TRICLOSAN UNDYED  2-0 X 90-26MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
948, Suture ,NCV,PGT30 2328U,IH-Polyglactin 910  With triclosan Undyed  3-0 X 90-25MM 3/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  3-0 X 90-25MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
949, Suture ,NCV,PGT30 2401,IH-Polyglactin 910  With triclosan Violet 3-0 X 45-22MM 3/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  3-0 X 45-22MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
950, Suture ,NCV,PGT30 2437,IH-Polyglactin 910  With triclosan Violet 3-0 X 90-20MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  3-0 X 90-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
951, Suture ,NCV,PGT30 2472,IH-Polyglactin 910  With triclosan Violet 3-0 X 90-22MM 1/2 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  3-0 X 90-22MM 1/2 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
952, Suture ,NCV,PGT30 2516,IH-Polyglactin 910  With triclosan Violet 3-0 X 90-36MM 1/2 Circle Taper Cut ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  3-0 X 90-36MM 1/2 CIRCLE TAPERCUT ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
953, Suture ,NCV,PGT30 2936U,IH-Polyglactin 910  With triclosan Undyed  3-0 X 70-24MM 3/8 Circle Reverse Cutting ,POLYGLACTIN 910  WITH TRICLOSAN UNDYED  3-0 X 70-24MM 3/8 CIRCLE REVERSE CUTTING  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
954, Suture ,NCV,PGT302437NE,NE-Polyglactin 910  With triclosan Violet 3-0 X 90-20MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  3-0 X 90-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
955, Suture ,NCV,PGT302472NE,NE-Polyglactin 910  With triclosan Violet 3-0 X 90-22MM 1/2 Circle Cutting ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  3-0 X 90-22MM 1/2 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
956, Suture ,NCV,PGT40 2304,IH-Polyglactin 910  With triclosan Violet 4-0 X 70-20MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
957, Suture ,NCV,PGT40 2465,IH-Polyglactin 910  With triclosan Violet 4-0 X 45-16MM 5/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  4-0 X 45-16MM FE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
958, Suture ,CV,PGT402304NE,NE-Polyglactin 910  With triclosan Violet 4-0 X 70-20MM 1/2 Circle Round Body ,POLYGLACTIN 910 WITH TRICLOSAN VIOLET  4-0 X 70-20MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu Ab,Mitsu Ab,Section N
959, Suture ,NCV,PGT50 2303,IH-Polyglactin 910  With triclosan Violet 5-0 X 45-16MM 1/2 Circle Round Body ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  5-0 X 45-16MM 1/2 CIRCLE ROUND BODY  ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
960, Suture ,NCV,PGT50 2442,IH-Polyglactin 910  With triclosan Violet 5-0 X 45-16MM 3/8 Circle Cutting ,POLYGLACTIN 910  WITH TRICLOSAN VIOLET  5-0 X 45-16MM 3/8 CIRCLE CUTTING ,DZ, 12 , P-1 ,Mitsu,Mitsu Ab,Section A
961, Suture ,CV,PME617,POLYESTER Green 2-0 X 90-17MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER GR 2-0 X 90-17MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
962, Suture ,CV,PME617MP,POLYESTER XL Green 2-0 X 90-17MM 1/2 Circle Taper Cut Double Needle Pledgets,POLYESTER XL GR 2-0 X 90-17MM 1/2 CIRCLE TAPERCUT DN P3,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
963, Suture ,CV,PME617W,POLYESTER White 2-0 X 90-17MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WH 2-0 X 90-17MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
964, Suture ,CV,PME617WMP,POLYESTER XL White 2-0 X 90-17MM 1/2 Circle Taper Cut Double Needle Pledgets,POLYESTER XL WH 2-0 X 90-17MM 1/2 CIRCLE TAPERCUT DN P3,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
965, Suture ,CV,PME687,POLYESTER Green 2-0 X 90-25MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER GR 2-0 X 90-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
966, Suture ,CV,PME687W,POLYESTER White 2-0 X 90-25MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WH 2-0 X 90-25MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
967, Suture ,CV,PME6937,POLYESTER Green 2-0 X 90-17MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER GR 2-0 X 90-17MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP6,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
968, Suture ,CV,PME6977G,POLYESTER Green 2-0 X 90-26MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER GR 2-0 X 90-26MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP6,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
969, Suture ,CV,PME6987W,POLYESTER White 2-0 X 90-26MM 1/2 Circle Taper Cut Double  Needle Pledgets,POLYESTER WH 2-0 X 90-26MM 1/2 CIRCLE TAPERCUT DOUBLE NEEDLE  TP6,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl P,Section C
970, Suture ,Barb Suture,PNCL202105,BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 2-0 X 15-27MM 1/2 Circle Round Body Unidirectional  ,BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  2-0 X 15-27MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
971, Suture ,Barb Suture,PNCL20401BD,BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 2-0X36X36-36MM 1/2 Circle Round Body Double Needle  Bidirectional  ,BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  2-0X36X36-36MM 1/2 CIRCLE ROUND BODYDOUBLE NEEDLE BIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
972, Suture ,Barb Suture,PNCL300134,BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 3-0 X 58-24MM 3/8 Circle Reverse Cutting Unidirectional  ,BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  3-0 X 58-24MM 3/8 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
973, Suture ,Barb Suture,PNCL30408BD,BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0X30X30-19MM 3/8 Circle Reverse Cutting Double Needle  Bidirectional  ,BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0X30X30-19MM 3/8 CIRCLE REVERSE CUTTING  DOUBLE NEEDLE BIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
974, Suture ,Barb Suture,PNCL40413BD,BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 4-0X30X30-26MM 3/8 Circle Reverse Cutting Double Needle  Bidirectional  ,BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  4-0X30X30-26MM 3/8 CIRCLE REVERSE CUTTING  DOUBLE NEEDLE BIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
975, Suture ,Barb Suture,PNCS202105,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 2-0 X 15-27MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  2-0 X 15-27MM 1/2 CIRCLE ROUND BODY UNIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
976, Suture ,Barb Suture,PNCS202145,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 2-0 X 25-27MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  2-0 X 25-27MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
977, Suture ,Barb Suture,PNCS20401BD,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 2-0X36X36-36MM 1/2 Circle Round Body Bidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UN 2-0X36X36-36MMHCRBDBD,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
978, Suture ,Barb Suture,PNCS300014,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0 X 30-19MM 3/8 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0 X 30-19MM 3/8 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
979, Suture ,Barb Suture,PNCS300024,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0 X 45-19MM 3/8 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0 X 45-19MM 3/8 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
980, Suture ,Barb Suture,PNCS300134,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 3-0 X 58-24MM 3/8 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  3-0 X 58-24MM 3/8 CIRCLE REVERSE CUTTING UNIDIRECTIONAL,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
981, Suture ,Barb Suture,PNCS300604,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0 X 15-26MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0 X 15-26MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
982, Suture ,Barb Suture,PNCS300614,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0 X 30-26MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0 X 30-26MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
983, Suture ,Barb Suture,PNCS300624,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0 X 45-26MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  3-0 X 45-26MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
984, Suture ,Barb Suture,PNCS300625,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 3-0 X 30-36MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  3-0 X 30-36MM 1/2 CIRCLE ROUND BODY UNIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
985, Suture ,Barb Suture,PNCS300804,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Violet 3-0 X 15-17MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) VIOLET  3-0 X 15-17MM 1/2 CIRCLE ROUND BODY UNIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
986, Suture ,Barb Suture,PNCS30408BD,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 3-0X30X30-19MM 3/8 Circle Reverse Cutting Bidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UN 3-0X30X30-19MM 3/8 CIRCLE REVERSE CUTTING BIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
987, Suture ,Barb Suture,PNCS400033,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 4-0 X 58-19MM 3/8 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UNDYED  4-0 X 58-19MM 3/8 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
988, Suture ,Barb Suture,PNCS40413BD,Spiral BARB Polyglycolic Acid + Poly (Glycolide Co-Caprolactone) Undyed 4-0X30X30-26MM 3/8 Circle Reverse Cutting Bidirectional  ,SPIRAL BARB POLYGLYCOLIC ACID-POLY (GLYCOLIDE CO-CAPROLACTONE) UN 4-0X30X30-26MM 3/8 CIRCLE REVERSE CUTTING BIDIRECTIONAL ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
989, Suture ,Barb Suture,PNDS010201,Spiral BARB Polydiaxonone Violet 1 X 45-36MM 1/2 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  1 X 45-36MM 1/2 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
990, Suture ,Barb Suture,PNDS010201XL,Spiral BARB Polydiaxonone Violet 1 X 60-36MM 1/2 Circle Reverse Cutting Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  1 X 60-36MM 1/2 CIRCLE REVERSE CUTTING  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
991, Suture ,Barb Suture,PNDS010307,Spiral BARB Polydiaxonone Violet 1 X 15-37MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  1 X 15-37MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
992, Suture ,Barb Suture,PNDS010317,Spiral BARB Polydiaxonone Violet 1 X 30-37MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  1 X 30-37MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
993, Suture ,Barb Suture,PNDS100306,Spiral BARB Polydiaxonone Violet 0 X 15-37MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  0 X 15-37MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
994, Suture ,NCV,PNDS100306H,Spiral BARB Polydiaxonone Violet 0 X 15-37MM 1/2 Circle Round Body Unidirectional  (6X1),SPIRAL BARB POLYDIAXONONE VIOLET  0 X 15-37MM 1/2 CIRCLE ROUND BODY  Unidirectional (6X1),BOX, 6 , P-1 ,Pinion,Pinion,Section P
995, Suture ,Barb Suture,PNDS100316,Spiral BARB Polydiaxonone Violet 0 X 30-37MM 1/2 Circle Round Body Unidirectional  ,SPIRAL BARB POLYDIAXONONE VIOLET  0 X 30-37MM 1/2 CIRCLE ROUND BODY  Unidirectional ,DZ, 12 , P-1 ,Pinion ,Pinion ,Section P
